mean_heading,std_heading,min_heading,max_heading,range_heading,mean_angle,std_angle,min_angle,max_angle,range_angle,mean_power,std_power,min_power,max_power,range_power,Prediction
214.7411467652367,0.06973773742935073,214.63660012802055,214.84388367620207,0.20728354818152184,0.12320771200057512,0.10782375312630471,-0.0569640960591865,0.233238308341474,0.2902024044006605,23364.771742586316,851.9980456136489,21962.88484137506,25067.25530370351,3104.3704623284502,Attack
214.96380710012505,0.0650813555083712,214.8661505526621,215.0595886080733,0.19343805541120673,0.25801527666400464,0.12244287933977017,0.0809427547607009,0.4081392717757014,0.3271965170150005,24300.689265551497,1004.0869668052861,22880.23345726004,25967.43135300478,3087.197895744739,Attack
215.1704767395513,0.05997621323560381,215.08027582033185,215.2585353871635,0.178259566831656,0.23459557630341096,0.10808411924577174,0.0581524001300801,0.3843762731934478,0.3262238730633677,23434.271888339306,832.2768243577054,21909.50433456004,24383.398594603175,2473.8942600431365,Attack
215.35934199801062,0.05432324910964067,215.2774359058897,215.43887789357572,0.16144198768603246,0.16803831200536729,0.14442003403571577,-0.0413833319207011,0.3447059001842261,0.3860892321049272,24307.068392352634,629.863545831661,23238.645374857315,25651.07148205834,2412.4261072010268,Attack
215.52868371631152,0.04822369142979773,215.4558106435786,215.5991292892086,0.14331864563001773,0.25767843580674243,0.07262148682668564,0.127998939065021,0.3570406986029142,0.2290417595378932,23472.97786223503,988.0305658673307,22056.667461776393,24734.005738576085,2677.338276799692,Attack
215.6775030388475,0.041840856364394795,215.61402536979577,215.73837535393548,0.12434998413971243,0.12834383917803685,0.06749289321499968,0.0431518052954775,0.2420867347411597,0.1989349294456822,23726.52535707799,1182.7925350229189,21812.0541868294,25714.312285505664,3902.258098676266,Attack
215.80496402689147,0.03541302351402603,215.75110993668432,215.85636534594707,0.10525540926275312,0.11792549127445276,0.10962618523267832,-0.0365523974811348,0.2985444383321997,0.3350968358133345,22823.631002816586,1024.6687180339877,21394.08651464693,24499.02709659454,3104.9405819476087,Attack
215.91185383369003,0.029390455893901764,215.86704469050196,215.95442014235377,0.08737545185181261,0.05620112065582772,0.11272046184518654,-0.1320720504657729,0.2465996933230136,0.3786717437887865,23960.892796469307,1122.4632123899057,21577.115144725627,25456.4065439967,3879.2913992710746,Attack
215.99999065770103,0.02406018989796957,215.9632234803741,216.0347285987158,0.07150511834169038,0.0793272104722391,0.08608666932212654,-0.0752182018381419,0.1661487199870352,0.2413669218251771,23567.571060143462,1055.8514176459582,21727.613499241783,24643.00290983308,2915.3894105912987,Attack
216.07129844396763,0.019225345444965906,216.04184063940332,216.0990008026307,0.05716016322739392,-0.014122995569394258,0.10479048617342232,-0.1543008132865251,0.1753001346869505,0.3296009479734756,23252.122497846518,1143.4178775869825,21289.422065248706,24516.97745938893,3227.555394140225,Attack
216.12807030398957,0.015276884673383213,216.10465719598724,216.1500576906652,0.045400494677949155,0.02629970228556643,0.11535197555037709,-0.1222151637969266,0.1882903220723618,0.3105054858692884,23441.66712887794,922.4619630509625,21702.776627396914,24794.733807209443,3091.957179812529,Attack
216.1729513461707,0.012012288541155589,216.1545226403165,216.19023112689956,0.03570848658307568,-0.0010504133774194388,0.07645225559460746,-0.1243041084315713,0.1608696698500113,0.28517377828158263,24275.66961659924,962.2481570999106,22271.93165078243,25301.329534206503,3029.3978834240734,Attack
216.20813436825114,0.009370795472147279,216.1937359254482,216.2215977410312,0.027861815582980398,0.019469418154402188,0.10860119244465292,-0.144528347479674,0.172291131019444,0.31681947849911796,22984.006872526803,1037.6115233447993,21506.705587522265,24322.497273771423,2815.7916862491584,Attack
216.23554548591102,0.007290595151510014,216.22432932514013,216.2459951043047,0.02166577916457868,-0.033611764037518206,0.09210387591655793,-0.1316641379404292,0.1721207531681121,0.3037848911085413,24186.658842643017,949.2274265686892,22398.107950449285,25644.79103875048,3246.683088301197,Attack
216.25676260835357,0.005647657074898619,216.24809555755917,216.2648644716428,0.01676891408362735,0.0644739002452805,0.10385123106366378,-0.0668170781704774,0.2592387681864493,0.3260558463569267,24197.438916548817,568.1271706910264,22912.923384179896,25099.59508947971,2186.6717052998138,Attack
216.27297647675476,0.004210582203988195,216.2664793274025,216.2790241215142,0.012544794111704505,-0.006744291836903345,0.1468429364009703,-0.2019343490219641,0.2353455219440663,0.4372798709660304,23519.377409143388,1028.5510631219452,21801.94938589581,24838.71991060289,3036.7705247070808,Attack
216.2852620253437,0.003231356886059622,216.28025937387335,216.28986365319176,0.00960427931840968,-0.019787001332470383,0.13586165115498502,-0.183735433421464,0.1769028575831778,0.36063829100464184,23742.466608140436,907.8762725200183,22405.240176189676,25286.372810438417,2881.132634248741,Attack
216.2945721976094,0.0024639659967212973,216.29077934230895,216.29808247303083,0.007303130721879825,-0.006419991599546577,0.11669403200316628,-0.1761212729191924,0.1772076164809866,0.35332888940017904,23530.23718340316,994.2346148897742,22250.915301888395,25628.22284166359,3377.3075397751963,Attack
216.3015767755781,0.0018428988425542945,216.2987666685393,216.3042548176575,0.005488149118207275,0.01706916610343191,0.09926430714148282,-0.1508594384910122,0.1814522497226037,0.3323116882136159,23291.69794623229,1044.0262447910288,21643.881254573986,24465.216256195865,2821.335001621879,Attack
216.30705554898836,0.0014430861994476824,216.3048102526778,216.3090826266152,0.004272373937396878,-0.02519149232350799,0.1230349466195983,-0.1483419107544092,0.1813258167068037,0.32966772746121287,23609.24004739355,921.6648030075368,22099.690225003473,25155.00167122799,3055.3114462245176,Attack
216.31105108747664,0.0010419550522932082,216.3094636485128,216.31254709114975,0.003083442636949485,0.034814635674836274,0.10621394093510005,-0.1336830723043953,0.2007733335254105,0.3344564058298058,24143.076481527456,1026.462695073545,22536.17819677281,25914.1648757972,3377.9866790243905,Attack
216.3139100586311,0.0006837020052603933,216.3128328092924,216.3148657499323,0.0020329406399071104,-0.048564349043262,0.08445759008223024,-0.2028350678260764,0.0539090513722598,0.25674411919833623,23114.623926323507,1209.8705170141684,21550.5545791806,25555.33324938157,4004.778670200969,Attack
216.3158734075182,0.0005580277854667928,216.31504749200093,216.3166840380466,0.0016365460456597702,0.014320449528888151,0.17165729843696262,-0.2566626973952607,0.2507537948276221,0.5074164922228828,23660.444038187656,1066.5198724247055,22066.55410029158,25315.412806799184,3248.8587065076026,Attack
